OBJECTID,PointIndex,CrossM,Elevation,CS_HydroID
         1,         1,   368.000,    71.500,         1
         1,         2,   379.800,    69.590,         1
         1,         3,   394.540,    66.310,         1
         1,         4,   471.210,    61.200,         1
         1,         5,   559.500,    59.700,         1
         1,         6,   596.360,    58.880,         1
         1,         7,   621.280,    57.470,         1
         1,         8,   634.300,    57.350,         1
         1,         9,   646.400,    56.230,         1
         1,        10,   664.410,    55.460,         1
         1,        11,   686.070,    54.050,         1
         1,        12,   692.660,    54.180,         1
         1,        13,   712.380,    52.880,         1
         1,        14,   735.790,    52.190,         1
         1,        15,   752.950,    50.790,         1
         1,        16,   782.890,    50.330,         1
         1,        17,   797.050,    50.810,         1
         1,        18,   842.510,    51.090,         1
         1,        19,   886.670,    53.679,         1
         1,        20,   900.110,    55.410,         1
         1,        21,   903.170,    57.760,         1
         1,        22,   910.480,    60.230,         1
         1,        23,   932.050,    65.620,         1
         1,        24,   936.130,    69.260,         1
         1,        25,   945.700,    71.200,         1
         2,         1,   376.889,    71.521,         2
         2,         2,   388.371,    69.720,         2
         2,         3,   389.198,    69.501,         2
         2,         4,   389.372,    69.473,         2
         2,         5,   395.548,    68.162,         2
         2,         6,   403.705,    66.310,         2
         2,         7,   404.966,    66.065,         2
         2,         8,   430.452,    64.456,         2
         2,         9,   452.505,    63.232,         2
         2,        10,   459.897,    62.759,         2
         2,        11,   486.076,    61.338,         2
         2,        12,   489.878,    61.290,         2
         2,        13,   506.819,    61.026,         2
         2,        14,   523.294,    60.814,         2
         2,        15,   563.637,    60.183,         2
         2,        16,   579.479,    59.915,         2
         2,        17,   582.824,    59.844,         2
         2,        18,   591.837,    59.616,         2
         2,        19,   618.473,    59.049,         2
         2,        20,   623.779,    58.783,         2
         2,        21,   634.176,    58.192,         2
         2,        22,   644.837,    57.673,         2
         2,        23,   648.843,    57.638,         2
         2,        24,   649.420,    57.581,         2
         2,        25,   658.611,    57.467,         2
         2,        26,   671.411,    56.413,         2
         2,        27,   688.073,    55.737,         2
         2,        28,   690.464,    55.649,         2
         2,        29,   701.704,    55.026,         2
         2,        30,   705.244,    54.785,         2
         2,        31,   713.379,    54.315,         2
         2,        32,   720.223,    54.408,         2
         2,        33,   720.350,    54.410,         2
         2,        34,   741.212,    53.246,         2
         2,        35,   741.636,    53.235,         2
         2,        36,   753.758,    52.956,         2
         2,        37,   765.978,    52.663,         2
         2,        38,   775.463,    52.021,         2
         2,        39,   784.132,    51.406,         2
         2,        40,   788.308,    51.342,         2
         2,        41,   794.476,    51.315,         2
         2,        42,   804.727,    51.125,         2
         2,        43,   815.806,    50.967,         2
         2,        44,   830.062,    51.424,         2
         2,        45,   836.802,    51.476,         2
         2,        46,   850.312,    51.703,         2
         2,        47,   853.500,    51.842,         2
         2,        48,   866.536,    51.965,         2
         2,        49,   875.831,    52.095,         2
         2,        50,   883.300,    52.546,         2
         2,        51,   914.068,    54.355,         2
         2,        52,   920.291,    54.749,         2
         2,        53,   926.990,    55.589,         2
         2,        54,   933.822,    56.468,         2
         2,        55,   936.903,    58.603,         2
         2,        56,   944.263,    60.908,         2
         2,        57,   952.502,    62.849,         2
         2,        58,   959.580,    64.636,         2
         2,        59,   965.979,    66.123,         2
         2,        60,   968.299,    67.977,         2
         2,        61,   970.087,    69.394,         2
         2,        62,   979.722,    71.166,         2
         3,         1,   385.778,    71.542,         3
         3,         2,   397.888,    69.696,         3
         3,         3,   398.761,    69.386,         3
         3,         4,   398.944,    69.357,         3
         3,         5,   405.458,    68.033,         3
         3,         6,   414.062,    66.045,         3
         3,         7,   415.392,    65.821,         3
         3,         8,   442.273,    64.208,         3
         3,         9,   465.533,    63.149,         3
         3,        10,   473.330,    62.669,         3
         3,        11,   500.942,    61.476,         3
         3,        12,   504.952,    61.441,         3
         3,        13,   522.820,    61.185,         3
         3,        14,   540.197,    61.026,         3
         3,        15,   582.749,    60.411,         3
         3,        16,   599.458,    60.131,         3
         3,        17,   602.986,    60.059,         3
         3,        18,   612.493,    59.791,         3
         3,        19,   640.587,    59.218,         3
         3,        20,   646.183,    58.970,         3
         3,        21,   657.149,    58.345,         3
         3,        22,   668.393,    57.877,         3
         3,        23,   672.619,    57.841,         3
         3,        24,   673.228,    57.732,         3
         3,        25,   682.921,    57.585,         3
         3,        26,   696.423,    56.595,         3
         3,        27,   713.996,    55.917,         3
         3,        28,   716.518,    55.839,         3
         3,        29,   728.373,    55.284,         3
         3,        30,   732.107,    55.019,         3
         3,        31,   740.687,    54.581,         3
         3,        32,   747.907,    54.638,         3
         3,        33,   748.040,    54.640,         3
         3,        34,   770.044,    53.611,         3
         3,        35,   770.492,    53.602,         3
         3,        36,   783.277,    53.381,         3
         3,        37,   796.166,    53.137,         3
         3,        38,   806.170,    52.583,         3
         3,        39,   815.313,    52.021,         3
         3,        40,   819.718,    51.954,         3
         3,        41,   826.224,    51.991,         3
         3,        42,   837.036,    51.760,         3
         3,        43,   848.721,    51.603,         3
         3,        44,   863.074,    52.039,         3
         3,        45,   869.859,    52.100,         3
         3,        46,   883.460,    52.473,         3
         3,        47,   886.670,    52.730,         3
         3,        48,   899.794,    52.897,         3
         3,        49,   909.152,    53.100,         3
         3,        50,   916.671,    53.566,         3
         3,        51,   947.647,    55.394,         3
         3,        52,   953.912,    55.820,         3
         3,        53,   960.656,    56.641,         3
         3,        54,   967.535,    57.525,         3
         3,        55,   970.636,    59.445,         3
         3,        56,   978.046,    61.586,         3
         3,        57,   986.341,    63.423,         3
         3,        58,   993.466,    65.240,         3
         3,        59,   999.909,    66.626,         3
         3,        60,  1002.244,    68.279,         3
         3,        61,  1004.044,    69.529,         3
         3,        62,  1013.744,    71.131,         3
         4,         1,   394.667,    71.563,         4
         4,         2,   407.406,    69.672,         4
         4,         3,   408.324,    69.271,         4
         4,         4,   408.517,    69.240,         4
         4,         5,   415.368,    67.904,         4
         4,         6,   424.419,    65.780,         4
         4,         7,   425.818,    65.576,         4
         4,         8,   454.094,    63.960,         4
         4,         9,   478.561,    63.067,         4
         4,        10,   486.763,    62.580,         4
         4,        11,   515.808,    61.614,         4
         4,        12,   520.026,    61.593,         4
         4,        13,   538.822,    61.345,         4
         4,        14,   557.101,    61.238,         4
         4,        15,   601.860,    60.640,         4
         4,        16,   619.437,    60.346,         4
         4,        17,   623.148,    60.273,         4
         4,        18,   633.148,    59.967,         4
         4,        19,   662.700,    59.388,         4
         4,        20,   668.587,    59.157,         4
         4,        21,   680.122,    58.497,         4
         4,        22,   691.950,    58.080,         4
         4,        23,   696.395,    58.043,         4
         4,        24,   697.035,    57.883,         4
         4,        25,   707.232,    57.702,         4
         4,        26,   721.434,    56.778,         4
         4,        27,   739.920,    56.098,         4
         4,        28,   742.573,    56.028,         4
         4,        29,   755.043,    55.542,         4
         4,        30,   758.970,    55.254,         4
         4,        31,   767.996,    54.846,         4
         4,        32,   775.590,    54.868,         4
         4,        33,   775.731,    54.870,         4
         4,        34,   798.877,    53.977,         4
         4,        35,   799.347,    53.969,         4
         4,        36,   812.796,    53.807,         4
         4,        37,   826.354,    53.610,         4
         4,        38,   836.877,    53.146,         4
         4,        39,   846.495,    52.637,         4
         4,        40,   851.128,    52.566,         4
         4,        41,   857.972,    52.667,         4
         4,        42,   869.345,    52.394,         4
         4,        43,   881.637,    52.240,         4
         4,        44,   896.085,    52.653,         4
         4,        45,   902.916,    52.724,         4
         4,        46,   916.609,    53.243,         4
         4,        47,   919.840,    53.619,         4
         4,        48,   933.052,    53.829,         4
         4,        49,   942.472,    54.105,         4
         4,        50,   950.043,    54.587,         4
         4,        51,   981.226,    56.432,         4
         4,        52,   987.533,    56.890,         4
         4,        53,   994.323,    57.694,         4
         4,        54,  1001.247,    58.583,         4
         4,        55,  1004.369,    60.288,         4
         4,        56,  1011.828,    62.264,         4
         4,        57,  1020.179,    63.997,         4
         4,        58,  1027.353,    65.844,         4
         4,        59,  1033.838,    67.128,         4
         4,        60,  1036.189,    68.580,         4
         4,        61,  1038.001,    69.663,         4
         4,        62,  1047.767,    71.097,         4
         5,         1,   403.556,    71.584,         5
         5,         2,   416.923,    69.648,         5
         5,         3,   417.886,    69.156,         5
         5,         4,   418.089,    69.123,         5
         5,         5,   425.279,    67.775,         5
         5,         6,   434.776,    65.515,         5
         5,         7,   436.243,    65.332,         5
         5,         8,   465.915,    63.711,         5
         5,         9,   491.589,    62.984,         5
         5,        10,   500.196,    62.490,         5
         5,        11,   530.673,    61.752,         5
         5,        12,   535.100,    61.744,         5
         5,        13,   554.823,    61.504,         5
         5,        14,   574.004,    61.450,         5
         5,        15,   620.972,    60.868,         5
         5,        16,   639.415,    60.562,         5
         5,        17,   643.310,    60.488,         5
         5,        18,   653.803,    60.142,         5
         5,        19,   684.814,    59.557,         5
         5,        20,   690.991,    59.345,         5
         5,        21,   703.095,    58.649,         5
         5,        22,   715.506,    58.284,         5
         5,        23,   720.171,    58.246,         5
         5,        24,   720.843,    58.034,         5
         5,        25,   731.542,    57.820,         5
         5,        26,   746.445,    56.961,         5
         5,        27,   765.843,    56.278,         5
         5,        28,   768.627,    56.217,         5
         5,        29,   781.712,    55.800,         5
         5,        30,   785.833,    55.488,         5
         5,        31,   795.305,    55.111,         5
         5,        32,   803.273,    55.099,         5
         5,        33,   803.421,    55.100,         5
         5,        34,   827.709,    54.343,         5
         5,        35,   828.203,    54.336,         5
         5,        36,   842.315,    54.232,         5
         5,        37,   856.542,    54.083,         5
         5,        38,   867.584,    53.708,         5
         5,        39,   877.677,    53.253,         5
         5,        40,   882.539,    53.179,         5
         5,        41,   889.720,    53.342,         5
         5,        42,   901.654,    53.028,         5
         5,        43,   914.552,    52.877,         5
         5,        44,   929.097,    53.267,         5
         5,        45,   935.974,    53.348,         5
         5,        46,   949.757,    54.012,         5
         5,        47,   953.010,    54.507,         5
         5,        48,   966.310,    54.761,         5
         5,        49,   975.793,    55.110,         5
         5,        50,   983.414,    55.607,         5
         5,        51,  1014.805,    57.471,         5
         5,        52,  1021.154,    57.960,         5
         5,        53,  1027.989,    58.747,         5
         5,        54,  1034.959,    59.640,         5
         5,        55,  1038.103,    61.130,         5
         5,        56,  1045.611,    62.942,         5
         5,        57,  1054.018,    64.571,         5
         5,        58,  1061.239,    66.449,         5
         5,        59,  1067.768,    67.631,         5
         5,        60,  1070.135,    68.882,         5
         5,        61,  1071.959,    69.797,         5
         5,        62,  1081.789,    71.062,         5
         6,         1,   412.444,    71.606,         6
         6,         2,   426.440,    69.625,         6
         6,         3,   427.449,    69.041,         6
         6,         4,   427.661,    69.007,         6
         6,         5,   435.189,    67.646,         6
         6,         6,   445.133,    65.250,         6
         6,         7,   446.669,    65.087,         6
         6,         8,   477.736,    63.463,         6
         6,         9,   504.617,    62.901,         6
         6,        10,   513.629,    62.400,         6
         6,        11,   545.539,    61.890,         6
         6,        12,   550.174,    61.895,         6
         6,        13,   570.825,    61.663,         6
         6,        14,   590.907,    61.662,         6
         6,        15,   640.083,    61.096,         6
         6,        16,   659.394,    60.777,         6
         6,        17,   663.472,    60.702,         6
         6,        18,   674.459,    60.318,         6
         6,        19,   706.927,    59.726,         6
         6,        20,   713.395,    59.532,         6
         6,        21,   726.068,    58.801,         6
         6,        22,   739.063,    58.487,         6
         6,        23,   743.946,    58.449,         6
         6,        24,   744.650,    58.186,         6
         6,        25,   755.853,    57.937,         6
         6,        26,   771.456,    57.143,         6
         6,        27,   791.767,    56.459,         6
         6,        28,   794.681,    56.407,         6
         6,        29,   808.382,    56.058,         6
         6,        30,   812.697,    55.722,         6
         6,        31,   822.613,    55.376,         6
         6,        32,   830.957,    55.329,         6
         6,        33,   831.111,    55.330,         6
         6,        34,   856.541,    54.709,         6
         6,        35,   857.058,    54.703,         6
         6,        36,   871.834,    54.658,         6
         6,        37,   886.730,    54.557,         6
         6,        38,   898.291,    54.270,         6
         6,        39,   908.859,    53.868,         6
         6,        40,   913.949,    53.791,         6
         6,        41,   921.468,    54.018,         6
         6,        42,   933.964,    53.663,         6
         6,        43,   947.468,    53.513,         6
         6,        44,   962.109,    53.881,         6
         6,        45,   969.031,    53.973,         6
         6,        46,   982.906,    54.782,         6
         6,        47,   986.180,    55.396,         6
         6,        48,   999.568,    55.693,         6
         6,        49,  1009.114,    56.115,         6
         6,        50,  1016.785,    56.628,         6
         6,        51,  1048.384,    58.509,         6
         6,        52,  1054.775,    59.031,         6
         6,        53,  1061.655,    59.799,         6
         6,        54,  1068.672,    60.698,         6
         6,        55,  1071.836,    61.973,         6
         6,        56,  1079.394,    63.620,         6
         6,        57,  1087.856,    65.144,         6
         6,        58,  1095.125,    67.053,         6
         6,        59,  1101.697,    68.134,         6
         6,        60,  1104.080,    69.184,         6
         6,        61,  1105.916,    69.931,         6
         6,        62,  1115.811,    71.028,         6
         7,         1,   421.333,    71.627,         7
         7,         2,   435.958,    69.601,         7
         7,         3,   437.012,    68.926,         7
         7,         4,   437.233,    68.890,         7
         7,         5,   445.099,    67.517,         7
         7,         6,   455.489,    64.985,         7
         7,         7,   457.095,    64.843,         7
         7,         8,   489.557,    63.215,         7
         7,         9,   517.646,    62.818,         7
         7,        10,   527.061,    62.310,         7
         7,        11,   560.405,    62.028,         7
         7,        12,   565.248,    62.046,         7
         7,        13,   586.826,    61.822,         7
         7,        14,   607.810,    61.874,         7
         7,        15,   659.195,    61.325,         7
         7,        16,   679.373,    60.992,         7
         7,        17,   683.634,    60.917,         7
         7,        18,   695.114,    60.493,         7
         7,        19,   729.041,    59.895,         7
         7,        20,   735.798,    59.719,         7
         7,        21,   749.041,    58.953,         7
         7,        22,   762.619,    58.691,         7
         7,        23,   767.722,    58.652,         7
         7,        24,   768.458,    58.337,         7
         7,        25,   780.163,    58.055,         7
         7,        26,   796.468,    57.326,         7
         7,        27,   817.690,    56.639,         7
         7,        28,   820.736,    56.596,         7
         7,        29,   835.051,    56.316,         7
         7,        30,   839.560,    55.957,         7
         7,        31,   849.922,    55.642,         7
         7,        32,   858.640,    55.559,         7
         7,        33,   858.801,    55.560,         7
         7,        34,   885.374,    55.074,         7
         7,        35,   885.914,    55.069,         7
         7,        36,   901.353,    55.083,         7
         7,        37,   916.918,    55.030,         7
         7,        38,   928.999,    54.833,         7
         7,        39,   940.040,    54.484,         7
         7,        40,   945.359,    54.403,         7
         7,        41,   953.216,    54.693,         7
         7,        42,   966.273,    54.297,         7
         7,        43,   980.383,    54.150,         7
         7,        44,   995.121,    54.496,         7
         7,        45,  1002.088,    54.597,         7
         7,        46,  1016.054,    55.551,         7
         7,        47,  1019.350,    56.284,         7
         7,        48,  1032.826,    56.624,         7
         7,        49,  1042.435,    57.120,         7
         7,        50,  1050.156,    57.648,         7
         7,        51,  1081.963,    59.548,         7
         7,        52,  1088.396,    60.101,         7
         7,        53,  1095.321,    60.852,         7
         7,        54,  1102.384,    61.756,         7
         7,        55,  1105.569,    62.815,         7
         7,        56,  1113.177,    64.298,         7
         7,        57,  1121.695,    65.718,         7
         7,        58,  1129.011,    67.657,         7
         7,        59,  1135.627,    68.637,         7
         7,        60,  1138.025,    69.485,         7
         7,        61,  1139.873,    70.066,         7
         7,        62,  1149.833,    70.993,         7
         8,         1,   430.222,    71.648,         8
         8,         2,   445.475,    69.577,         8
         8,         3,   446.575,    68.810,         8
         8,         4,   446.806,    68.774,         8
         8,         5,   455.009,    67.388,         8
         8,         6,   465.846,    64.720,         8
         8,         7,   467.521,    64.598,         8
         8,         8,   501.378,    62.967,         8
         8,         9,   530.674,    62.736,         8
         8,        10,   540.494,    62.220,         8
         8,        11,   575.271,    62.166,         8
         8,        12,   580.322,    62.198,         8
         8,        13,   602.827,    61.982,         8
         8,        14,   624.714,    62.086,         8
         8,        15,   678.307,    61.553,         8
         8,        16,   699.352,    61.208,         8
         8,        17,   703.796,    61.131,         8
         8,        18,   715.769,    60.669,         8
         8,        19,   751.154,    60.064,         8
         8,        20,   758.202,    59.906,         8
         8,        21,   772.014,    59.106,         8
         8,        22,   786.176,    58.894,         8
         8,        23,   791.498,    58.854,         8
         8,        24,   792.265,    58.488,         8
         8,        25,   804.474,    58.172,         8
         8,        26,   821.479,    57.509,         8
         8,        27,   843.613,    56.819,         8
         8,        28,   846.790,    56.785,         8
         8,        29,   861.721,    56.574,         8
         8,        30,   866.423,    56.191,         8
         8,        31,   877.230,    55.907,         8
         8,        32,   886.323,    55.789,         8
         8,        33,   886.492,    55.790,         8
         8,        34,   914.206,    55.440,         8
         8,        35,   914.769,    55.436,         8
         8,        36,   930.872,    55.509,         8
         8,        37,   947.106,    55.503,         8
         8,        38,   959.706,    55.395,         8
         8,        39,   971.222,    55.100,         8
         8,        40,   976.769,    55.015,         8
         8,        41,   984.964,    55.369,         8
         8,        42,   998.582,    54.931,         8
         8,        43,  1013.299,    54.787,         8
         8,        44,  1028.133,    55.110,         8
         8,        45,  1035.145,    55.221,         8
         8,        46,  1049.203,    56.321,         8
         8,        47,  1052.520,    57.173,         8
         8,        48,  1066.084,    57.556,         8
         8,        49,  1075.756,    58.125,         8
         8,        50,  1083.528,    58.669,         8
         8,        51,  1115.542,    60.586,         8
         8,        52,  1122.017,    61.171,         8
         8,        53,  1128.988,    61.905,         8
         8,        54,  1136.096,    62.813,         8
         8,        55,  1139.302,    63.658,         8
         8,        56,  1146.960,    64.976,         8
         8,        57,  1155.533,    66.292,         8
         8,        58,  1162.898,    68.261,         8
         8,        59,  1169.556,    69.140,         8
         8,        60,  1171.970,    69.787,         8
         8,        61,  1173.830,    70.200,         8
         8,        62,  1183.856,    70.959,         8
         9,         1,   439.111,    71.669,         9
         9,         2,   454.993,    69.554,         9
         9,         3,   456.137,    68.695,         9
         9,         4,   456.378,    68.657,         9
         9,         5,   464.920,    67.259,         9
         9,         6,   476.203,    64.455,         9
         9,         7,   477.947,    64.354,         9
         9,         8,   513.199,    62.718,         9
         9,         9,   543.702,    62.653,         9
         9,        10,   553.927,    62.130,         9
         9,        11,   590.137,    62.304,         9
         9,        12,   595.396,    62.349,         9
         9,        13,   618.829,    62.141,         9
         9,        14,   641.617,    62.298,         9
         9,        15,   697.418,    61.782,         9
         9,        16,   719.331,    61.423,         9
         9,        17,   723.958,    61.346,         9
         9,        18,   736.425,    60.844,         9
         9,        19,   773.267,    60.234,         9
         9,        20,   780.606,    60.093,         9
         9,        21,   794.987,    59.258,         9
         9,        22,   809.733,    59.098,         9
         9,        23,   815.274,    59.057,         9
         9,        24,   816.073,    58.639,         9
         9,        25,   828.785,    58.290,         9
         9,        26,   846.490,    57.691,         9
         9,        27,   869.537,    57.000,         9
         9,        28,   872.844,    56.975,         9
         9,        29,   888.390,    56.832,         9
         9,        30,   893.287,    56.426,         9
         9,        31,   904.539,    56.172,         9
         9,        32,   914.007,    56.020,         9
         9,        33,   914.182,    56.020,         9
         9,        34,   943.038,    55.806,         9
         9,        35,   943.625,    55.803,         9
         9,        36,   960.391,    55.934,         9
         9,        37,   977.294,    55.977,         9
         9,        38,   990.413,    55.958,         9
         9,        39,  1002.404,    55.715,         9
         9,        40,  1008.180,    55.628,         9
         9,        41,  1016.712,    56.044,         9
         9,        42,  1030.891,    55.566,         9
         9,        43,  1046.214,    55.423,         9
         9,        44,  1061.144,    55.724,         9
         9,        45,  1068.203,    55.846,         9
         9,        46,  1082.351,    57.090,         9
         9,        47,  1085.690,    58.061,         9
         9,        48,  1099.342,    58.488,         9
         9,        49,  1109.077,    59.130,         9
         9,        50,  1116.899,    59.689,         9
         9,        51,  1149.121,    61.625,         9
         9,        52,  1155.638,    62.241,         9
         9,        53,  1162.654,    62.957,         9
         9,        54,  1169.809,    63.871,         9
         9,        55,  1173.035,    64.500,         9
         9,        56,  1180.743,    65.654,         9
         9,        57,  1189.371,    66.866,         9
         9,        58,  1196.784,    68.866,         9
         9,        59,  1203.485,    69.642,         9
         9,        60,  1205.915,    70.088,         9
         9,        61,  1207.787,    70.334,         9
         9,        62,  1217.878,    70.924,         9
        10,         1,   448.000,    71.690,        10
        10,         2,   464.510,    69.530,        10
        10,         3,   465.700,    68.580,        10
        10,         4,   474.830,    67.130,        10
        10,         5,   486.560,    64.190,        10
        10,         6,   525.020,    62.470,        10
        10,         7,   556.730,    62.570,        10
        10,         8,   567.360,    62.040,        10
        10,         9,   610.470,    62.500,        10
        10,        10,   634.830,    62.300,        10
        10,        11,   658.520,    62.510,        10
        10,        12,   716.530,    62.010,        10
        10,        13,   744.120,    61.560,        10
        10,        14,   757.080,    61.020,        10
        10,        15,   803.010,    60.280,        10
        10,        16,   817.960,    59.410,        10
        10,        17,   839.050,    59.260,        10
        10,        18,   839.880,    58.790,        10
        10,        19,   895.460,    57.180,        10
        10,        20,   915.060,    57.090,        10
        10,        21,   920.150,    56.660,        10
        10,        22,   941.690,    56.250,        10
        10,        23,   972.480,    56.170,        10
        10,        24,   989.910,    56.360,        10
        10,        25,  1021.120,    56.520,        10
        10,        26,  1039.590,    56.240,        10
        10,        27,  1048.460,    56.720,        10
        10,        28,  1063.200,    56.200,        10
        10,        29,  1079.130,    56.060,        10
        10,        30,  1101.260,    56.470,        10
        10,        31,  1115.500,    57.860,        10
        10,        32,  1118.860,    58.950,        10
        10,        33,  1132.600,    59.420,        10
        10,        34,  1150.270,    60.710,        10
        10,        35,  1182.700,    62.663,        10
        10,        36,  1196.320,    64.010,        10
        10,        37,  1223.210,    67.440,        10
        10,        38,  1230.670,    69.470,        10
        10,        39,  1239.860,    70.390,        10
        10,        40,  1251.900,    70.890,        10
        11,         1,   462.400,    71.719,        11
        11,         2,   479.101,    69.551,        11
        11,         3,   480.304,    68.680,        11
        11,         4,   480.328,    68.677,        11
        11,         5,   486.368,    67.558,        11
        11,         6,   489.540,    67.056,        11
        11,         7,   493.867,    66.018,        11
        11,         8,   499.844,    64.491,        11
        11,         9,   501.405,    64.129,        11
        11,        10,   519.522,    63.249,        11
        11,        11,   540.309,    62.378,        11
        11,        12,   542.556,    62.379,        11
        11,        13,   551.624,    62.464,        11
        11,        14,   562.797,    62.447,        11
        11,        15,   572.385,    62.492,        11
        11,        16,   583.138,    62.035,        11
        11,        17,   585.123,    62.058,        11
        11,        18,   607.486,    62.284,        11
        11,        19,   626.746,    62.493,        11
        11,        20,   651.387,    62.346,        11
        11,        21,   675.351,    62.567,        11
        11,        22,   683.098,    62.518,        11
        11,        23,   691.904,    62.419,        11
        11,        24,   709.324,    62.324,        11
        11,        25,   732.639,    62.121,        11
        11,        26,   734.030,    62.110,        11
        11,        27,   761.939,    61.704,        11
        11,        28,   775.049,    61.217,        11
        11,        29,   782.579,    61.109,        11
        11,        30,   815.697,    60.607,        11
        11,        31,   821.509,    60.512,        11
        11,        32,   836.632,    59.699,        11
        11,        33,   847.754,    59.606,        11
        11,        34,   857.965,    59.574,        11
        11,        35,   858.273,    59.420,        11
        11,        36,   858.805,    59.149,        11
        11,        37,   870.189,    58.797,        11
        11,        38,   903.778,    57.926,        11
        11,        39,   910.280,    57.724,        11
        11,        40,   915.026,    57.611,        11
        11,        41,   925.125,    57.589,        11
        11,        42,   934.853,    57.527,        11
        11,        43,   940.001,    57.128,        11
        11,        44,   944.033,    57.051,        11
        11,        45,   961.790,    56.739,        11
        11,        46,   976.353,    56.696,        11
        11,        47,   983.000,    56.709,        11
        11,        48,   992.936,    56.650,        11
        11,        49,  1002.361,    56.706,        11
        11,        50,  1010.567,    56.782,        11
        11,        51,  1042.137,    56.912,        11
        11,        52,  1046.461,    56.852,        11
        11,        53,  1060.417,    56.712,        11
        11,        54,  1060.820,    56.706,        11
        11,        55,  1069.793,    57.105,        11
        11,        56,  1076.858,    56.857,        11
        11,        57,  1084.703,    56.600,        11
        11,        58,  1096.020,    56.497,        11
        11,        59,  1100.817,    56.427,        11
        11,        60,  1124.410,    56.799,        11
        11,        61,  1136.661,    57.809,        11
        11,        62,  1139.592,    58.063,        11
        11,        63,  1143.174,    59.059,        11
        11,        64,  1153.874,    59.413,        11
        11,        65,  1157.822,    59.583,        11
        11,        66,  1159.136,    59.682,        11
        11,        67,  1166.639,    60.121,        11
        11,        68,  1176.661,    60.737,        11
        11,        69,  1195.712,    61.702,        11
        11,        70,  1199.800,    61.939,        11
        11,        71,  1211.235,    62.546,        11
        11,        72,  1225.755,    63.790,        11
        11,        73,  1232.871,    64.571,        11
        11,        74,  1247.517,    66.100,        11
        11,        75,  1252.895,    66.695,        11
        11,        76,  1254.423,    66.894,        11
        11,        77,  1259.518,    68.179,        11
        11,        78,  1262.376,    68.976,        11
        11,        79,  1271.687,    70.217,        11
        11,        80,  1272.174,    70.264,        11
        11,        81,  1282.417,    70.748,        11
        11,        82,  1285.010,    70.980,        11
        12,         1,   476.800,    71.748,        12
        12,         2,   493.691,    69.573,        12
        12,         3,   494.909,    68.781,        12
        12,         4,   494.933,    68.777,        12
        12,         5,   501.041,    67.488,        12
        12,         6,   504.250,    66.983,        12
        12,         7,   508.627,    65.978,        12
        12,         8,   514.671,    64.406,        12
        12,         9,   516.250,    64.069,        12
        12,        10,   534.574,    63.109,        12
        12,        11,   555.599,    62.286,        12
        12,        12,   557.871,    62.282,        12
        12,        13,   567.043,    62.422,        12
        12,        14,   578.342,    62.354,        12
        12,        15,   588.041,    62.414,        12
        12,        16,   598.916,    62.031,        12
        12,        17,   600.924,    62.055,        12
        12,        18,   623.542,    62.271,        12
        12,        19,   643.022,    62.485,        12
        12,        20,   667.944,    62.391,        12
        12,        21,   692.181,    62.623,        12
        12,        22,   700.017,    62.591,        12
        12,        23,   708.923,    62.469,        12
        12,        24,   726.543,    62.428,        12
        12,        25,   750.124,    62.219,        12
        12,        26,   751.531,    62.210,        12
        12,        27,   779.758,    61.848,        12
        12,        28,   793.017,    61.415,        12
        12,        29,   800.633,    61.318,        12
        12,        30,   834.129,    60.842,        12
        12,        31,   840.008,    60.744,        12
        12,        32,   855.303,    59.987,        12
        12,        33,   866.552,    59.879,        12
        12,        34,   876.880,    59.888,        12
        12,        35,   877.192,    59.752,        12
        12,        36,   877.729,    59.508,        12
        12,        37,   889.243,    59.129,        12
        12,        38,   923.216,    58.350,        12
        12,        39,   929.793,    58.133,        12
        12,        40,   934.593,    58.042,        12
        12,        41,   944.807,    58.043,        12
        12,        42,   954.645,    57.964,        12
        12,        43,   959.853,    57.596,        12
        12,        44,   963.930,    57.517,        12
        12,        45,   981.890,    57.228,        12
        12,        46,   996.619,    57.180,        12
        12,        47,  1003.342,    57.222,        12
        12,        48,  1013.391,    57.129,        12
        12,        49,  1022.924,    57.141,        12
        12,        50,  1031.224,    57.205,        12
        12,        51,  1063.154,    57.304,        12
        12,        52,  1067.528,    57.248,        12
        12,        53,  1081.643,    57.179,        12
        12,        54,  1082.051,    57.171,        12
        12,        55,  1091.126,    57.490,        12
        12,        56,  1098.272,    57.241,        12
        12,        57,  1106.206,    57.001,        12
        12,        58,  1117.652,    56.891,        12
        12,        59,  1122.504,    56.794,        12
        12,        60,  1147.560,    57.127,        12
        12,        61,  1160.571,    58.027,        12
        12,        62,  1163.683,    58.267,        12
        12,        63,  1167.488,    59.168,        12
        12,        64,  1178.851,    59.533,        12
        12,        65,  1183.045,    59.745,        12
        12,        66,  1184.440,    59.854,        12
        12,        67,  1192.408,    60.219,        12
        12,        68,  1203.051,    60.764,        12
        12,        69,  1223.284,    61.617,        12
        12,        70,  1227.625,    61.862,        12
        12,        71,  1239.769,    62.428,        12
        12,        72,  1255.190,    63.569,        12
        12,        73,  1262.748,    64.281,        12
        12,        74,  1278.302,    65.587,        12
        12,        75,  1284.013,    66.132,        12
        12,        76,  1285.636,    66.347,        12
        12,        77,  1291.047,    67.618,        12
        12,        78,  1294.083,    68.481,        12
        12,        79,  1303.970,    70.089,        12
        12,        80,  1304.488,    70.138,        12
        12,        81,  1315.366,    70.707,        12
        12,        82,  1318.120,    71.070,        12
